id,attribute_ids
00003544,8 83 87 101
00003126,58 70 87
00000711,25 52
00006599,4 5 6
00003567,8 30 33 41 58 73 84 87
00003522,21 48 70 87
00001782,7 33 36
00001619,30 40 41 42 43 45
00001243,54 70 72 87
00002960,52 67
00002392,32 58
00000076,37 48 59 89
00001894,67 72 84 87
00003442,14 0
00000737,24 28 37 73 76 89
00001072,51 64 73 80
00002240,47 52 70 84
00000431,52 58
00002188,47 70 73 89
00003225,52 59 66
00004335,38 52 83 84
00003559,3 52 58 82 97
00006404,5 17
00000772,52 54 76 83 89
00003089,8 31 32 33
00003038,37 48 66 84 87
00001943,14 37 82 94
00003757,8 54 70 84 89
00002281,41 60
00003873,30 52
00001165,51 76
00006761,65 68 81 93
00003504,48 66 84 93
00003718,24 73 80 89
00000813,12 16 47 64 96
00001082,54 85
00006318,15 58 65
00003960,8 13 58
00001244,49 66 89
00002678,3 46 58 91
00000997,10 31 36
00002757,66 73 80
00006461,52 53 58 65 76
00001342,44 54 66 85
00003657,8 14 55 58
00000156,3 9 52 58 94
00002530,9 29 34 40 89
00002859,52 80 84 94 100
00001520,8 52 76 88 94 96
00000141,8 14
00000944,35 41 52 72 82 84 87
00002840,46 66 91
00002075,31 52 54 66 72 84 87 90
00000558,8 30 32 67
00001615,51 84 93 95
00006757,15 40
00006768,50 92
00000523,8 67
00004364,46 70 84 87 89
00002955,9 48 65 71 84 90 101 0
00004087,8 72 76 82 83 84 90 94
00003644,69 94
00003925,9 29 30 67
00001169,49 67 87
00002856,48 58 66 84
00001278,48 66
00000166,47 66 67 76
00000439,54 73 82 91
00001723,58 73 89 93
00002198,46 70 84 87
00003803,48 58 73 80
00000802,14 31 37 78
00000994,46 70 84 91
00002553,14 31 41 43 61 98
00004345,13 14 24 49 58
00001276,46 73 89
00002110,5 13 22
00001756,48 66 87
00001027,46 58 96
00002614,47 87
00003643,10 30 32
00006337,68 76 80
00000730,8 41
00004193,48 84
00002295,48 70 84
00006687,14 38 89
00002793,8 30 32
00000280,3 52 73 82 83
00001844,46 73 96
00003153,17 48 59
00003310,49 64 73 94
00004293,48 73
00001591,9 67 84 85 87
00001673,20 67
00002510,48 70 87
00000464,9 24 52 70 73 89
00001251,54 73 81 82 89
00002330,48 59 66
00003318,46 59 65 85 93 94
00002425,21 47 58 64 82 93
00003367,37 54
00000139,48 59 0
00000333,9 25 50 57 58
00006775,5 8 17 20
00000059,8 52 58
00000178,46 47 70 84 87
00001769,48 73 80 85 94
00003161,8 23 73 84 87 88 94
00002170,58 81
00000406,8 67
00001323,58 66
00000884,52 82 84 88
00000488,8 82 84 87
00003430,31 44 67 73 89
00003116,52 88 94
00003820,46 52 58 70
00000046,47 56 65 73 96
00003700,37 44 48 66 82 89
00003172,48 64 80 81
00001111,54 58 70 89
00004002,41 57
00003415,11 24 47 58 95
00006376,47 85
00003113,29 30 58
00004368,84 87 88 91 93 96 101
00006327,8 10 22
00006734,35 71
00004320,45 48 59 0
00006325,5 13
00006637,58 98
00001431,3 46 89
00001069,52 67 80
00006635,30 32 40 41 42
00002471,37 50 85
00002687,8 73 82 84 88 94
00006392,11 46 52 67
00002526,46 52 58 73 80 93 101
00002419,10 32 52
00001981,48 70 77
00003123,9 24 48 84
00006661,8 36 89
00003913,67 73 80 85 89 94
00000420,56 87
00003306,14 82 84
00006321,14 20 34
00002694,58 73 0
00006353,6 11 37 52
00004311,46 59 70
00003765,8 82 84 87
00001203,48 84
00002046,21 48 65
00003658,70 89 93 0
00002259,46 95
00001401,67 96
00001693,8 30
00001447,8 47 48 52 85 89 101 0
00000923,46 58 82 93 94
00003387,5 8 25 58
00000713,47 73
00006575,8 13 58
00001983,48 52 58 59 65 80
00001863,48 52 66
00003759,48 52 66 84 87
00000595,46 52 59 70
00006320,55 65
00006611,9 49 58
00006497,14 40
00003439,14 37
00003077,30 67
00003805,37 46 66 87 93 98
00000400,9 58 73 84 89
00003534,54 71 87
00001467,8 29 30 40 43
00001857,46 52 84 87 101
00003648,24 58
00001051,8 30 31 41 44
00001792,5 48 52
00006792,8 13
00004132,9 52 70 95
00001743,8 73 82 89
00002470,3 9 47 48 52 58 73 80
00001382,52 70 84 88 0
00000129,10 30
00000459,24 47 58
00003354,52 58
00002130,52 82 88 94
00003929,5 30 58 66
00002014,9 49 58 73 85 89
00000455,47 65
00001120,8 48 88
00006794,28 40 93 94
00002167,13 46 59 70 93 94
00001978,10 25 41 44
00003375,25 35 48 70 84
00002925,68 82
00000168,3 8 46 58 73 0
00001373,37 48 70 89
00003449,3 8 48 52
00004294,29 58
00006604,70 81 84
00006701,36 37 70
00003207,46 66 70 87
00000095,24 44 52 67 89
00001552,8 72 73 82
00000555,10 29 34 41
00002098,47 58 59
00002076,84 91
00004019,54 67 91
00002559,70 96
00000539,58 70 95
00004206,48 70 84
00003747,8 37 50 52
00002998,48 89
00003602,4 5 8 30 32
00006709,22 84 90
00004207,48 59 70 101
00000610,46 70 87
00002054,8 21 47 58
00002127,8 67 73
00006559,56 64 76 94
00003971,47 64 84 87
00003247,24 47 76 89
00006765,84 90
00000032,47 52 72
00002617,53 56 59 70 87
00000384,5 20 31
00004277,48 64 84
00006602,9 39 58
00006690,82 93 98
00003955,46 66 73 80 94
00003568,37 47 66 70 89
00004190,24 46 57 65 75 76 89
00000776,11 48 52
00006747,37 48 49 93
00001293,5 57
00003267,25 67
00003303,47 70 96
00001938,10 31
00002360,52 54 76 78 89
00003363,37 54 84 87
00001914,37 52 55
00002832,46 70 84 91
00002973,66 73 80 89 93 94
00002208,48 66 67 87
00003023,52 73
00001335,24 50 58
00002442,50 52
00001794,24 50 89
00000243,54 59 70
00006465,49 58
00003633,8 10 31
00002169,8 13
00002416,3 9 46 58 82
00006408,22 25 81
00001418,62 73 89
00003768,5 9 13 24
00006828,8 10 40
00002241,12 30 31 32
00003961,55 58
00006445,52 71 93
00000676,52 73 82 83 84 85 89
00003425,47 70 82 84 87
00006797,10 22
00001779,10 30 32
00003821,66 68 85
00003859,46 70 82
00001167,47 52 64 87
00000352,46 58 73 93
00003964,46 58 73 91 93 0
00002785,48 66 84
00003143,32 58
00006342,36 47
00002520,13 58
00003185,37 46 89
00002768,8 30
00001707,48 50 52 70 72 87
00003479,9 48 59 76 84
00000268,48 71 76 80 84 88 93
00002790,9 48 58 80
00006646,40 45 89
00000314,51 70 84 89
00002332,48 70 87 89 93
00001511,24 46 66
00001168,66 91 0
00002191,14 25 44
00002821,10 30
00001760,13 58
00004033,37 48 71 89
00001506,8 30
00003599,38 41 65 73 84
00004124,52 58 61
00001579,31 32 67
00000479,10 31
00001224,24 50 58 73
00006804,4 17 22 31
00003076,47 52 65 72 84 91
00001806,52 73 83 89
00003507,52 59 95
00000133,52 67 94
00000584,46 59 70
00001471,48 66 93 94 96
00001500,46 73 89
00001939,54 66 73 88
00000019,14 37 48 52 94 0
00002796,9 25 46 58 80
00002055,46 52 59 67
00000140,37 70 94
00004236,8 29 38 41
00004062,46 87 0
00001438,58 76
00004254,48 70 84 96
00000362,54 66 87
00002543,3 48 49
00004130,46 70 84 96
00001254,49 70
00002012,70 91
00003654,41 67
00003774,3 5 8 84
00003218,12 30 43
00000586,49 52 67
00000319,48 73 92
00000261,32 67
00003411,48 52 70 84
00000267,45 48 58 89
00003351,70 71 73 82 93 94
00000851,30 31 32 33 89
00000661,37 54 70 87
00003659,52 58
00002746,10 30
00001800,8 84 87
00006340,27 32 67
00003897,46 52 70 84 87
00001908,52 58 65 96
00001074,52 56 89
00000160,28 47 67 73 89
00000330,93 94
00002016,5 13
00001893,30 37 80 85
00004164,52 59 70 93
00001638,37 54 66
00003277,11 25 58 87 89
00003776,37 67
00000353,52 55 95
00001669,46 59 84 89
00000111,48 70 84
00000843,3 9 46 57 58 93
00003780,47 66 84
00001378,57 81
00001121,46 52 73 87
00003284,82 84 87 90
00003987,3 52 67
00000114,46 58 73 93
00003524,47 70 93 95
00000514,8 73 84 89
00002233,46 70 85
00001085,47 66 82 93
00001525,9 30 37 58
00000677,8 46 72 87 89
00002293,10 33
00001024,48 84 96
00004217,11 46 58 0
00006723,48 65 89
00000605,5 57
00002292,8 30 40 41 42 43
00000566,51 70 80 84
00000747,48 54 87
00000780,41 58
00006810,20 84
00002028,8 46 59 70
00006795,8 40
00002467,48 73 94
00000235,46 67 84
00000945,46 65
00000484,29 58
00006649,40 54 66 80
00004187,11 37 48
00003054,9 32
00000982,24 48 82 89
00000779,31 58
00003179,8 38
00001980,48 66 72 84 87 96
00006640,17 40 54
00003448,47 65 72 87
00000719,14 44
00001364,48 59 70
00001423,8 47 59 66
00003043,48 70 84 93 96
00002477,48 52 66 87
00001875,8 30
00004312,37 54 70 85 93
00004168,37 47 87
00002733,37 47 87
00000273,14 32
00001924,48 65 84 93 94
00006703,10 38
00006328,11 40
00006714,11 22 37 48 81 89
00001396,54 58 59
00002722,47 84 87 89
00002649,8 58 89
00001895,10 13 31
00002984,37 54 70 84 90 91
00002804,9 37 52 54 70 95
00002911,8 10 30
00003997,3 52 73
00001833,8 48 59 76
00003795,8 10 31
00002358,37 91
00001453,73 93 94
00006552,36 54
00001145,50 51 73 80
00001041,8 13 58
00006323,58 81
00006541,14 36
00002308,8 10 31
00002522,49 58 80 0
00001994,16 37 89
00003070,47 49 70
00001776,46 70 84 93
00003051,46 70 73 80
00002456,8 58 67 70 80 84
00002211,47 58 73 80
00003192,57 67
00003299,8 30 58
00001157,13 14 37 78 89 93
00000225,46 58 73 80 93
00001945,8 30 44 52 67
00000204,8 47 95
00003664,8 54 66 82
00001545,46 59 73 80
00006813,1 78
00001572,46 52 58 65
00002082,48 58 70 82
00000230,9 48 58 59 73
00004242,3 8 46
00000062,52 58
00001874,52 57 58 89
00000259,8 9 16 48 65
00001509,24 73 84 89 93
00003075,64 73 93
00004272,5 25 52 76 88
00006742,47 48 49 66 89
00000004,46 84 87 96 101
00000755,25 52 67 88
00006387,8 79 94 0
00000604,5 89
00002866,46 52 58 0
00006384,19 48 96
00006439,12 36 58
00001383,8 31 58
00004023,66 84 87 102
00006842,44 49 52
00004094,58 67 73 80
00002301,10 25
00002407,4 31
00004244,4 10 30
00001907,37 47 70 85
00003976,12 31
00003095,10 32
00002136,37 46 84 85
00002021,57 58
00001083,48 66 76 101 0
00002353,46 52 65
00006776,14 36
00002806,46 52 82
00006679,22 80 93
00000556,24 52 65 69 71 89 93 94 101
00001432,9 40 46 57 80 82 84 89 92
00002778,46 58 65
00000729,8 10 16
00000834,54 66 84 85 89
00006307,24 47 73 80 98
00000373,8 84
00000449,24 67
00001793,8 73 80 82 83 84 85
00000607,8 30
00000568,54 67 84 96
00003257,37 54 82 85 0
00001512,73 87 0
00000753,70 80 82 84 88 89 93 96
00003252,47 52 70 87
00002242,52 67
00001065,7 41 43
00000240,48 64 73 89
00001826,8 46 58 87 88
00002754,46 58 73 80
00001662,48 87 0
00004239,11 46 65
00003006,37 50
00001042,48 66 89
00006357,9 44 89
00002730,9 52 66 82
00002929,47 70 84 85 89
00004325,16 58
00001238,37 46 85
00001233,10 32
00000494,49 71 76 84 90 93 94 95
00001570,47 59 70 84 95 96
00001544,47 65 84 87
00001738,8 30 67
00004166,11 46 58 64 70 73 80 87 94
00002317,8 30 32 89
00003663,5 35 52 81 83 84 89
00002341,2 5 25
00001554,37 54 89
00006671,68 74 86 89
00002085,56 58 89
00001636,46 52 64
00003162,67 70 87
00000889,48 87 90
00006371,9 67 81 0
00003790,37 48 71 89
00006696,38 58
00003084,46 58 59 73 89
00003814,48 65 77
00002601,5 9 82 84
00003636,48 59
00002216,48 70 87
00002361,37 39 52 54
00006316,1 67
00000956,52 82 84 88
00002639,8 47 67 73 76 82
00001785,28 48 66
00000061,37 87
00006801,14 44 78
00004215,4 10 29
00002628,46 59
00006665,49 65 71 73 80 93
00002635,37 46 76 84 87 98
00002669,41 44 67
00000104,47 54 67 73 82 93
00004182,30 61
00001279,52 60 70 72 87
00000974,10 30
00002462,8 47 57 58 67 76
00003746,47 87
00001091,51 70 84 85 87
00000286,47 66 82 93
00002536,48 64 66 96
00003065,48 52 84 87 89
00000149,13 58
00006305,48 81 89
00006531,66 67 85
00000909,48 70 73 96
00002711,48 87
00002873,37 54 67 73 80
00002000,8 37 48
00003851,48 70 77 84
00006750,55 58 94
00003181,57 85 89
00002551,9 10 52
00003940,46 49 61 73 80 93
00000239,67 70 84 87
00006781,9 37 73 89
00003848,46 52 70 84
00000564,37 54 70 84 96
00003434,10 32
00002032,8 50
00000591,48 52 66 89 93
00004127,32 47 52 58 93
00000855,47 66 80 82 0
00006583,46 84 89
00002708,10 29
00000966,8 37 54 67 76 84
00002094,3 47 49 73
00000512,48 84 87
00001744,47 73 80 97
00001964,8 46 84 89 95
00001055,47 59 70 84
00004001,48 59
00001967,3 47 58 82
00003033,48 70 73 80
00002878,48 70 73 87 89
00002357,11 46 73 96
00001424,51 70 72 96
00003675,30 40 41 43 52
00006572,11 27 89
00001310,49 87
00002173,10 93
00003398,10 32
00006292,10 36
00004300,5 44
00003160,46 66 73
00002496,47 48 58 59 66
00004304,48 52 65 70 73 98
00002102,3 37 46 58
00004250,46 66 84 87
00000761,37 54 84 96
00006568,14 36
00002759,54 72 84 89 93
00001522,24 67 73
00002775,46 66 84 91
00004274,46 70 71 84 96
00000339,48 58 87
00000767,46 66 72 76 84 87
00002999,14 37
00001921,48 58 59
00001419,5 8 30 41 89
00003098,61 94
00003173,47 59 65
00002638,26 52 67 73 80
00004397,51 70 84 95
00000548,37 52 55 89
00001309,46 52 58 89 94
00001282,37 54
00000419,46 73 89
00000680,8 10 31 32
00004228,61 87
00006656,8 36 39
00000576,47 48 59 64 0
00000574,48 66 72 87 93
00004046,54 59 73
00001076,46 52 59 70
00004247,65 73 80
00003811,21 48 50 64 87
00002377,48 50 64
00002177,8 30 33 41 44 58 73 84 87 88 0
00006443,48 75 80
00000082,9 48 66 87
00004151,46 65 84 89
00003823,54 66 84 87
00002826,9 11 58
00006591,34 48 64 73 76
00006306,8 36
00000601,11 48 70 84 96
00002592,58 73 89 0
00004305,46 59 70
00001079,24 50 52 58
00006624,49 53 56 84 89 93
00003209,56 72 87
00001968,48 64 70
00002566,8 30
00001843,52 82 84 94
00003146,48 84 95
00002385,46 73 89 91
00002250,48 73 80 82 89
00000012,8 73
00002326,40 49 84
00001391,8 82 84 87 88 94
00004000,3 52 58 80
00004387,8 84 87 88 94
00001389,46 52 70 91
00001269,9 48 50 96
00002037,17 31 58
00003230,47 65 73 80 84
00001568,48 70 84
00002640,47 52 70 90
00002478,46 70 73
00000254,5 8 84 88 89
00002367,24 58
00003383,3 11 46
00000456,46 52 58 96
00002709,8 46 70 84 89
00002877,8 48 84 88
00006847,5 13
00001595,46 52 58 73 82 93
00006695,46 101
00002480,3 50 82 93
00006724,56 84 95
00004263,46 52 73 85
00004003,24 28 50 54 58 73 80
00001873,9 14 46 58 82 84
00006413,40 47 66 93
00001372,9 44 46 58 82
00000757,48 66 87
00000380,24 44 58
00001137,46 70 91
00001732,46 70 90
00003121,48 54 84
00000307,8 47 59 70 76 93
00003939,8 30 32 33 42 58
00000387,52 58 73 80 93
00002263,37 51 71 89
00003350,5 58 84
00000951,4 5 13
00002038,50 58 70 84 87 95
00000438,49 56 59 87
00001473,3 46 59
00001632,47 52 67 93
00001988,5 25 58
00000975,48 82 101
00002406,48 49 52 59 70 87
00003370,8 31 35 72 82 84 87
00002227,19 46 52 58 66 85
00006798,12 38
00006829,35 55 65
00000146,3 52
00002630,67 73 89
00006820,58 89 101
00004351,51 66 84 87
00000543,46 59 73
00003224,8 32 72 84 87 88
00004360,54 70 73 87
00004050,47 59 73 80
00004226,46 70 80 84
00000473,32 48 52 70 85
00002481,8 24 44 47 52 58
00002524,46 52 58 73 80
00003736,8 46 58 59
00000143,49 85
00003752,67 73 92 96
00001910,52 84 88 98
00003102,31 33 36
00006304,10 16
00001578,47 70 76 84
00002215,8 31 32 33 58
00002374,10 30
00000691,35 46 67 70 73 80 93
00000071,3 52 59 67 96
00002172,52 58
00006825,8 31 36
00002576,47 58 94
00002632,24 33 58
00000505,9 13 58
00000325,24 52 66 82
00002468,37 54 70 87
00003865,52 84
00003758,8 72 84 87 88 89
00002329,18 37 48 66
00000545,48 52 66
00001686,47 52 57 66 69 73 91 94
00001104,10 31
00001866,8 48 59 70
00002646,48 67 73 89
00002421,9 49 58 73 93
00002841,47 70 84 85 87
00001724,9 58 73 80
00003273,46 49
00000910,52 58 67 71 87
00000614,8 34 66 67 89
00003640,37 56 65 96
00000288,48 70 73 96
00002333,8 48 58 66 73 80 96
00001698,14 31 37
00001002,47 52 66 95
00002771,46 84 87
00003373,37 52 58 89
00003840,46 52 58 89
00000612,8 30
00003377,46 70 84 88
00001718,46 70 80 81 84
00000993,56 59 64 95
00001089,37 67 80 93
00001759,72 73 84 87 94
00002886,4 10
00001099,5 13
00001272,47 59 70
00004171,49 67
00003025,13 52 58
00006698,45 47 67
00003713,8 52 61 73 90
00001086,46 70 71 84
00003959,5 25
00001078,47 65 84 93 96
00002479,46 70 84
00002871,8 30 32
00002245,58 82
00001659,5 8 30
00006715,16 37
00003214,47 52 58 73 89 93 0
00002919,58 70 87
00003685,37 58
00003625,21 46 58 73 93 94
00001406,31 46 70 96
00002966,25 44 58
00004131,37 54 70 84 90 91
00001774,64 87
00002515,14 32 67
00006660,1 10
00003832,9 58 84 87
00004026,9 25 41 49 65 73 84
00001885,47 72 87
00002088,47 59 87
00006451,5 9 82 94
00006864,65 73 75
00002959,46 66 84 0
00000117,24 47
00001127,14 46 58 93
00001393,8 48 84 88
00006664,14 27
00000300,58 70 101
00001720,24 73
00001593,44 49 52 58 67 84 96
00001965,57 84
00003608,46 84 93
00006344,47 76 86
00001741,48 57 58 73 89
00002854,52 73 84
00004374,48 73 80 82
00001876,8 10 37
00000630,8 32
00001731,48 71 84 89
00006685,95 98
00002458,58 80
00002121,46 48 70 73 80
00001221,46 48 70 84 93 96 98
00002139,4 13 52
00001488,37 52 54 66 87
00002196,37 52 54 58 73 80
00001952,48 66 84 87
00001654,37 54 70 84 89 96
00001594,10 30
00001621,46 58 70 73 80 82 93
00001537,50 56 80
00000736,48 66 84 87
00003169,46 52 65 85
00000162,9 48 66 73
00001327,70 82 84
00001535,61 73
00000021,37 48
00003139,3 46 52
00006762,13 17
00004363,10 25
00002926,48 52 59 67 70
00003510,65 70 87
00002872,44 47 70 84
00006561,21 37 49 84
00002316,10 31 89
00006538,10 17
00006301,8 9 58
00002923,46 72 84 93
00001448,8 29 41
00002858,46 66 84
00002159,24 57 89
00002995,48 59 85
00003369,3 60 80 82 93
00002763,48 72 84 87
00006523,10 22 36
00000327,14 33 44 0
00006620,30 39 89
00000102,8 10 30 32
00000593,48 66 84 87
00003392,9 41 58 73 80
00003562,48 66 77
00002882,47 84 93 94
00002992,30 32 40 41 42 44
00001711,8 30 31 36 41 58
00003639,3 24 58 80 87
00000515,46 52 69 73 77 85 94 98 0
00002823,52 67 94
00002325,1 13 37
00004377,48 70 84
00003078,8 9 21 46 58 59
00002219,8 10 11 30
00004296,4 10 17
00004309,56 65 87
00004260,24 46 59
00001213,51 66 83 95
00002964,5 73 80 82
00002561,5 8 84 88
00001927,58 61 84 94
00000219,48 59 70
00002299,8 24 29 30
00006381,14 36
00001773,67 80 82 84 88 0
00000172,57 58
00002518,8 9 30 32 58
00004219,52 63
00000715,44 47 96
00002286,24 52 73 82 89
00001053,24 58 67 73
00004333,48 70 95
00001227,50 51 52 84
00003279,8 67 82 84
00000493,58 59 70
00002939,46 70 84
00002578,11 50
00001192,52 62 80
00002322,70 85
00001445,46 70 84
00001639,50 52 70 87
00000538,52 67 73 89
00001434,24 50 67 73 82 89
00000198,46 70 87
00001577,4 5
00002817,9 52 58 73
00006851,1 5 6 0
00006817,68 73 92 94
00000878,10 31
00000872,5 52 87
00003241,5 52 82
00000244,38 58 59 70
00001006,46 84 87
00002645,48 59 95
00003579,10 24 47
00006383,27 48
00003965,48 59 70
00001892,48 70 80 84
00002706,46 70 84 91
00006455,10 17
00000964,54 66 73 80
00003248,47 70
00002056,8 48 88 94
00006459,46 85 98
00003528,61 73
00002618,48 59 70
00001898,52 73 84 88 89
00006470,5 17
00006284,8 40
00003155,12 29 82
00001697,10 30 42
00003447,8 56 58 89 93 95
00003693,48 66
00001258,41 48 58 80 0
00006293,39 67
00003986,48 66 84
00003459,32 44
00006769,8 79
00003329,31 32 67
00001932,8 66 67 84 91 101
00003205,5 8
00000369,52 67 89
00001497,47 64 72 87
00001840,24 58 73 91
00002942,29 52 67
00002654,47 52 58 70 84
00004214,14 30
00004057,47 68 76 84 89 99
00003130,12 25 29 30 40
00001014,3 38 48 89
00003210,48 66 70
00001935,48 50 64 87
00001987,8 10 38
00002797,9 46 52 58 73 80 93
00000412,47 73 89
00003797,47 70 87 93
00002115,4 8 30 58
00000740,48 89
00003701,67 87
00006492,14 44
00006686,14 34 44
00006710,8 40
00001422,66 82 101
00000306,10 32
00002310,52 82 88 94 96
00000810,47 66 87
00000617,52 67 73 88
00003308,12 30
00002434,46 66 84 87 94
00000249,25 58
00002961,30 44 67
00004317,47 64 72
00002337,10 44
00002935,3 46 58 67 73 76 80 89
00003595,9 47 70 85 93
00000578,9 46 96 98
00002095,30 58
00000837,52 59 67
00003103,9 35 58 80 82 93
00002668,10 41 44
00002031,21 37 48 64
00004178,58 81
00004298,24 56 58
00006736,37 54
00000290,46 52 70 85 93
00001176,30 67
00003031,46 58 70 82
00003503,14 29 40
00001746,37 52 58
00004313,3 8 37 52 54
00002365,13 44
00000516,52 82 84 87 88 94
00000457,52 72 73 83 84
00002820,10 30 32
00000115,8 47 52 70 87
00001186,10 30
00003029,48 59 66 94
00001171,46 59 96
00001103,3 46 52 58
00002175,8 30 32 52
00002652,46 84
00001456,46 52 80 84 89 92 97
00004369,24 41 49 58
00004084,8 30 32
00003467,47 58 87
00000077,37 48 66 72 84 87
00003613,10 37
00003341,8 58 73 84 87 88
00000152,4 10
00002843,46 58 89
00003024,8 10 30
00006588,5 17 52 67
00003358,46 70 87
00001270,30 58
00001437,3 8 52 73 76 94
00003773,24 37 67 73
00001260,48 66 82
00003669,8 10 13 17
00004123,5
00003690,13 58
00002253,44 46 50 65 93 96 0
00000941,48 70 72 87 89
00004121,8 30 32 58
00002189,47 70 96
00006341,36 61
00001828,8 31 33 58
00003837,48 50 59 66
00004279,44 52 67 82 83 84 88 89
00003208,47 70
00000201,8 37 51 58 67 73 82 89 93
00006288,12 31
00000527,8 84 85 87
00001588,46 70 77 84
00001013,48 58 64 73 89 93 101
00003883,46 52 84 87 96
00000766,5 52 82 83 84
00003517,35 54 66 82
00003206,67 73 80
00003722,51 70 84 85 93 95 101
00002991,9 58 101
00000233,46 58 59
00000136,9 47 48 58 59
00000193,14 31 44
00001970,37 56 58
00002661,59 66 67 95
00006683,34 37 48 94
00000741,50 64
00000304,3 46 58 73 80
00006727,10 81
00006491,40 47 66 96
00003202,54 59 70
00000521,12 30
00002262,48 52 87
00006567,19 42
00006853,68 84 87 98
00004072,24 58 73
00001235,9 84 87
00003008,47 66
00002331,46 59 70
00003627,8 32 33
00000007,49 66 70
00000414,7 30 32 52
00003316,46 52 58
00002598,37 54 89
00003876,10 47 84 89
00000485,70 84
00003385,50 67 89
00004021,8 46 59 70 87
00003918,52 58 87
00003903,46 70 89
00000547,29 30 61
00002720,24 47 52 66 80
00003114,46 52 58 73 80 93
00000665,46 70 84 91
00001489,52 62
00003996,24 85
00002548,10 30 31
00001763,37 47 66 89 0
00001681,24 47 84 85
00001801,13 58 81 89
00004175,8 25 29 30 40 44 58
00002847,40 54 70
00003605,8 25 30 32
00003476,25 58 76
00000066,48 50 66 87 95 101
00003182,12 44
00003727,57 67
00001495,52 66 94
00002815,48 66
00002005,47 70 73 80
00006861,4 58 81
00001768,8 58 82 84
00000911,37 54 66 73 85 89
00002192,30 58
00006592,52 68
00003553,48 70 73 84
00001608,46 52 66 82
00002896,48 66 84 87
00003483,30 32 67
00002120,5 52
00001444,48 66 87 101
00002112,46 52 58 82
00004177,46 52 59 96
00004134,9 24 32 47
00004212,10 31
00000421,52 67 89
00006507,12 36 89
00002277,11 48 67 89 94
00000699,8 30 52 58 89
00006838,30 40
00000222,52 59 66 87
00001314,9 37 58 65 67 72 84
00002637,46 65 84 87
00001781,9 31 41 58
00006614,51 70 95
00003286,52 54 59 82 96
00003346,47 84
00000056,46 84 87
00003475,54 59 64
00003338,10 30 58
00003374,8 46
00003868,11 13 44
00003958,8 29 30 40
00000608,8 82 84 88
00001616,46 52 70 87
00002163,5 30
00003079,8 59 65 80 84
00002214,9 48 52 64 87
00002989,8 46 58 64 82 93 98
00001451,37 85 0
00002379,55 65
00000320,51 70 84 89
00002800,48 70 87
00003836,47 59 67 91
00002344,61 73
00001890,44 48 70 85
00002401,8 57 67 87
00006590,9 24 36 58 89
00004200,37 54 70 84 96
00006694,9 39 47 58
00002846,24 46 66
00006457,9 24 49 66 75
00002688,8 10 30
00002285,73 96
00002209,47 73
00000131,9 47 84
00006586,97 98 99
00002792,46 59 70
00003184,30 58
00001090,31 33 58
00000850,46 58 70 95
00001266,37 46 89
00000870,8 35 37 52 70 82 88 89 93 0
00001816,9 28 48 58 67 82
00002105,46 73 89
00003974,10 32 37
00003456,41 58
00004361,37 67
00000660,50 59 73 80 82
00000629,48 52 70 73 85
00002356,37 48 66 87 93 94 98
00001507,8 30
00003322,46 52 58 96
00000008,9 24 30 58
00004336,54 70 85
00002107,8 35 82 84 87 88 89 94
00002825,67 70
00000728,37 48 66 95
00006290,12 36
00003215,37 54 70 82
00003194,48 52 88
00002114,20 56 66 84 96
00002300,48 59 66
00001791,46 59 65 84
00006752,10 36
00002770,47 70 84
00004014,37 52 66 67
00003688,47 70 84 96
00002210,47 70 89
00000628,46 52 79
00003665,47 73 80 87
00004340,48 70 84
00003575,8 73 84
00000936,10 15 29
00002449,47 59 70
00004222,64 73 89
00001059,24 28 47 59 73
00002153,13 29 30 67
00003871,48 65 73 87
00000366,3 47 82
00002813,46 52 82 84 94
00002464,63 66 84 87
00006286,9 22 45 52 89
00003047,24 46 59
00003946,47 73 76 84 85 96
00003892,52 70 73 77 84
00003020,8 30
00002004,47 59 66
00003311,8 82 84 88 94
00000735,47 70 84 87
00004180,37 48 93
00002908,37 52 67 73 89
00003082,8 46 52 70
00003535,48 70 87
00002980,42 67
00002803,21 34 46 66
00003597,9 28 58 89 92
00006564,9 19 41 58 89
00006796,68 77
00001850,46 70 91
00002226,9 48 52 70 82
00001194,14 24 50 67
00006865,8 27
00000495,41 58
00006444,47 96
00000963,46 70 72 82 84
00003525,9 14 48 58 80 82
00003216,37 52
00003056,47 66 87
00001114,9 48 70 84 95
00000386,14 25 37 0
00000360,12 29 30
00000717,10 30
00002782,30 32 67
00000760,5 22 41 52 84
00006726,8 10 81
00001161,52 58 84 88
00003222,46 58 59
00001292,8 30
00004225,8 48 70 96
00004169,48 66 96
00001682,50 65
00002780,70 96 101
00003764,8 24 49 67 76 89
00000947,8 10 33
00003391,87 94 101
00000462,47 70 87
00002057,48 87
00002244,10 32 52
00000301,54 59 70 93 94
00000641,5 52 84
00002695,47 59 67
00004163,8 35 73 82 93 95
00006777,66 68
00004161,52 63
00002974,50 59 66
00002404,5 10 25
00006645,15 17
00001902,3 9 94
00003268,58 89 95
00002089,52 72 73 76 87
00006435,10 39
00004302,9 46 70 84 85 0
00001666,68 87
00002532,48 65 96
00000897,3 46 52 58 70
00001736,37 48 67
00002195,12 31 32 40
00000907,48 65
00001633,9 54 70 84 87
00001721,30 32 58
00003584,30 58
00000100,49 67 73 93
00000573,30 41 58
00001869,5 8 88
00000890,46 72 87
